timestamp,factory_id,turbidity_ntu,ph,conductivity_us_cm,chromium_mg_l,copper_mg_l,tds_mg_l
2026-01-21 21:03:54,TX-A,400.19,7.84,2554.43,0.66,0.27,2269.92
2026-01-21 21:03:54,TX-B,321.60,7.74,2537.63,0.24,0.29,2771.47
2026-01-21 21:03:54,TX-C,367.87,9.91,3195.03,0.50,0.31,2196.40
2026-01-21 21:03:55,CH-1,189.84,6.96,3682.39,0.91,0.64,3079.42
2026-01-21 21:03:55,CH-2,236.20,5.48,3358.16,1.29,0.75,3602.10
2026-01-21 21:03:55,TX-A,313.73,7.16,3008.92,0.53,0.31,2492.69
2026-01-21 21:03:55,TX-B,215.78,7.53,2491.03,0.36,0.17,1659.87
2026-01-21 21:03:55,TX-C,329.90,6.16,2390.70,0.61,0.31,1509.61
2026-01-21 21:03:56,CH-1,228.07,6.16,4045.98,1.05,0.57,3504.60
2026-01-21 21:03:56,CH-2,181.33,6.32,5641.32,1.41,0.23,5445.18
2026-01-21 21:03:56,TX-A,418.61,8.98,2147.21,0.62,0.34,2333.41
2026-01-21 21:03:56,TX-B,362.52,8.27,2748.97,0.44,0.21,2018.60
2026-01-21 21:03:56,TX-C,239.97,7.29,2701.50,0.59,0.28,1947.33
2026-01-21 21:03:57,CH-1,294.49,5.87,3442.55,0.96,0.56,3677.30
2026-01-21 21:03:57,CH-2,261.60,5.02,2571.38,1.24,0.57,1998.71
2026-01-21 21:03:57,TX-A,287.84,7.50,2222.78,0.39,0.35,2702.81
2026-01-21 21:03:57,TX-B,282.08,7.95,2586.33,0.46,0.28,2386.65
2026-01-21 21:03:57,TX-C,199.91,7.35,2142.46,0.76,0.25,2363.65
2026-01-21 21:03:58,CH-1,242.65,4.50,5299.24,1.46,0.47,2692.65
2026-01-21 21:03:58,CH-2,257.50,5.89,3233.53,1.46,0.77,3343.65
2026-01-21 21:03:58,TX-A,355.26,8.00,2511.75,0.48,0.32,2410.25
2026-01-21 21:03:58,TX-B,408.32,5.96,2178.91,0.25,0.39,2480.45
2026-01-21 21:03:58,TX-C,346.51,8.00,2728.34,0.60,0.31,1928.24
2026-01-21 21:03:59,CH-1,242.66,7.15,3571.61,0.67,0.49,3793.90
2026-01-21 21:03:59,CH-2,146.66,4.77,4059.86,1.37,0.63,3258.17
2026-01-21 21:03:59,TX-A,320.51,9.14,2697.82,0.55,0.39,2485.59
2026-01-21 21:03:59,TX-B,372.78,8.22,2592.43,0.32,0.22,2164.59
2026-01-21 21:03:59,TX-C,366.06,8.60,2199.06,0.39,0.23,2238.27
2026-01-21 21:04:00,CH-1,220.66,5.11,1771.90,1.21,0.74,3672.12
2026-01-21 21:04:00,CH-2,243.02,6.79,3493.54,0.94,0.56,3151.04
2026-01-21 21:04:00,TX-A,328.43,7.62,2519.53,0.37,0.24,2517.62
2026-01-21 21:04:00,TX-B,219.70,8.75,3665.37,0.19,0.37,2146.62
2026-01-21 21:04:00,TX-C,326.91,7.29,3783.47,0.62,0.16,2837.17
2026-01-21 21:04:01,CH-1,191.86,6.54,3873.73,1.38,0.64,2240.32
2026-01-21 21:04:01,CH-2,205.37,7.27,3731.54,0.33,0.71,2343.22
2026-01-21 21:04:01,TX-A,377.30,8.86,2641.02,0.51,0.30,2495.84
2026-01-21 21:04:01,TX-B,329.08,8.37,3189.32,0.33,0.21,1811.64
2026-01-21 21:04:01,TX-C,338.93,8.39,2421.13,0.44,0.21,1750.95
2026-01-21 21:04:02,CH-1,209.95,4.16,2435.18,0.74,0.81,2231.09
2026-01-21 21:04:02,CH-2,255.59,7.86,3388.69,1.07,0.22,4424.91
2026-01-21 21:04:02,TX-A,343.03,6.66,2133.12,0.56,0.40,2419.00
2026-01-21 21:04:02,TX-B,387.47,7.96,1457.23,0.37,0.25,1585.60
2026-01-21 21:04:02,TX-C,281.88,7.43,2382.82,0.47,0.31,1909.03
2026-01-21 21:04:03,CH-1,235.62,6.69,4896.80,1.65,0.59,4148.40
2026-01-21 21:04:03,CH-2,232.67,3.78,3269.90,1.22,0.34,3098.11
2026-01-21 21:04:03,TX-A,285.51,8.02,3279.62,0.32,0.25,1653.87
2026-01-21 21:04:03,TX-B,306.77,8.56,2689.14,0.59,0.25,2225.89
2026-01-21 21:04:03,TX-C,315.12,7.28,2463.65,0.32,0.25,2328.75
2026-01-21 21:04:04,CH-1,168.80,5.86,3859.43,0.72,0.58,2863.52
2026-01-21 21:04:04,CH-2,201.67,4.50,4657.97,0.96,0.43,3132.76
2026-01-21 21:04:04,TX-A,306.62,7.67,3112.59,0.39,0.30,1859.13
2026-01-21 21:04:04,TX-B,257.13,6.90,2068.58,0.59,0.29,2238.96
2026-01-21 21:04:04,TX-C,268.98,7.41,3204.61,0.71,0.16,2088.90
2026-01-21 21:04:05,CH-1,275.34,6.15,3334.93,0.67,0.79,3398.12
2026-01-21 21:04:05,CH-2,275.55,7.15,4988.21,1.31,0.68,2727.50
2026-01-21 21:04:05,TX-A,300.72,8.32,2211.06,0.61,0.15,2014.10
2026-01-21 21:04:05,TX-B,287.72,8.51,3060.35,0.54,0.19,1338.01
2026-01-21 21:04:05,TX-C,392.47,7.65,1869.85,0.50,0.17,2913.09
2026-01-21 21:04:06,CH-1,264.33,6.22,3830.83,1.39,0.52,2790.09
2026-01-21 21:04:06,CH-2,197.75,6.08,2910.48,1.73,0.71,2503.49
2026-01-21 21:04:06,TX-A,168.70,8.01,2803.52,0.37,0.25,2266.38
2026-01-21 21:04:06,TX-B,407.67,7.25,2742.06,0.53,0.28,2149.94
2026-01-21 21:04:06,TX-C,345.74,8.11,3135.48,0.28,0.29,1951.21
2026-01-21 21:04:07,CH-1,238.24,6.30,4339.35,1.49,0.75,3233.99
2026-01-21 21:04:07,CH-2,184.38,8.04,3498.55,1.26,0.28,4062.96
2026-01-21 21:04:07,TX-A,396.16,7.48,3723.26,0.63,0.32,2082.85
2026-01-21 21:04:07,TX-B,358.73,7.84,2836.35,0.41,0.13,1760.14
2026-01-21 21:04:07,TX-C,418.43,8.31,3065.06,0.33,0.28,2151.65
2026-01-21 21:04:08,CH-1,146.95,6.53,2854.98,1.21,0.86,3184.38
2026-01-21 21:04:08,CH-2,224.94,6.84,3306.75,0.90,0.81,3843.49
2026-01-21 21:04:08,TX-A,396.01,8.96,2858.31,0.55,0.27,2353.32
2026-01-21 21:04:08,TX-B,290.58,7.41,3777.61,0.71,0.29,1863.84
2026-01-21 21:04:08,TX-C,358.37,6.68,2664.06,0.74,0.19,2772.23
2026-01-21 21:04:09,CH-1,194.59,5.96,3401.96,1.09,0.30,4017.17
2026-01-21 21:04:09,CH-2,241.22,4.90,3479.32,1.40,0.50,3388.63
2026-01-21 21:04:09,TX-A,337.33,8.05,2612.92,0.67,0.33,1103.72
2026-01-21 21:04:09,TX-B,331.18,6.91,2335.62,0.62,0.31,2287.96
2026-01-21 21:04:09,TX-C,237.64,7.93,2895.67,0.58,0.27,2581.80
2026-01-21 21:04:10,CH-1,206.98,4.95,4660.23,1.77,0.65,3943.76
2026-01-21 21:04:10,CH-2,252.51,6.40,3993.51,1.44,0.68,2102.59
2026-01-21 21:04:10,TX-A,452.29,8.90,3039.26,0.60,0.26,2385.02
2026-01-21 21:04:10,TX-B,346.29,6.43,3429.53,0.56,0.27,3283.70
2026-01-21 21:04:10,TX-C,333.94,8.02,2333.78,0.80,0.33,2076.53
2026-01-21 21:04:11,CH-1,215.35,7.06,3139.62,1.29,0.59,4005.43
2026-01-21 21:04:11,CH-2,217.83,3.62,3272.00,1.36,0.80,3728.93
2026-01-21 21:04:11,TX-A,361.56,7.78,2253.72,0.59,0.31,1960.02
2026-01-21 21:04:11,TX-B,319.83,7.91,2828.82,0.44,0.22,2819.62
2026-01-21 21:04:11,TX-C,297.99,7.22,2835.79,0.56,0.34,2284.87
2026-01-21 21:04:12,CH-1,237.55,7.43,3709.56,1.05,0.85,3040.50
2026-01-21 21:04:12,CH-2,172.73,7.16,4655.14,1.65,0.68,3115.22
2026-01-21 21:04:12,TX-A,309.90,8.26,1933.43,0.55,0.22,2078.02
2026-01-21 21:04:12,TX-B,354.65,8.04,2042.32,0.52,0.24,1817.92
2026-01-21 21:04:12,TX-C,262.34,8.38,2695.31,0.50,0.18,2443.47
2026-01-21 21:04:13,CH-1,204.47,7.29,2359.59,2.38,0.27,3080.44
2026-01-21 21:04:13,CH-2,207.59,7.72,4370.11,1.25,0.73,2790.65
2026-01-21 21:04:13,TX-A,345.68,7.59,1486.41,0.33,0.09,1864.48
2026-01-21 21:04:13,TX-B,423.80,7.68,2641.58,0.43,0.21,2027.74
2026-01-21 21:04:13,TX-C,187.40,9.68,2406.40,0.49,0.23,2577.25
2026-01-21 21:04:14,CH-1,207.58,5.45,3851.03,1.29,0.63,3136.53
2026-01-21 21:04:14,CH-2,211.72,5.76,2774.88,1.34,0.94,2877.56
2026-01-21 21:04:14,TX-A,484.75,8.52,2921.04,0.64,0.12,2092.67
2026-01-21 21:04:14,TX-B,290.97,7.45,2445.77,0.31,0.34,1769.50
2026-01-21 21:04:14,TX-C,532.49,8.87,2651.18,0.23,0.20,2554.84
2026-01-21 21:04:15,CH-1,198.23,5.83,3761.81,0.96,0.58,3532.35
2026-01-21 21:04:15,CH-2,245.20,7.05,3782.62,2.27,0.46,3785.68
2026-01-21 21:04:15,TX-A,469.21,8.73,2937.25,0.45,0.36,2355.27
2026-01-21 21:04:15,TX-B,322.58,8.01,2592.60,0.46,0.12,1928.66
2026-01-21 21:04:15,TX-C,351.74,8.36,1593.06,0.38,0.20,2077.77
2026-01-21 21:04:16,CH-1,159.11,6.40,4304.84,1.57,0.67,3587.09
2026-01-21 21:04:16,CH-2,212.06,6.05,3995.17,1.84,0.49,4524.97
2026-01-21 21:04:16,TX-A,395.69,6.42,2931.56,0.54,0.30,2300.98
2026-01-21 21:04:16,TX-B,366.19,7.66,1623.81,0.65,0.22,2253.33
2026-01-21 21:04:16,TX-C,346.75,7.39,3057.56,0.37,0.34,2971.47
2026-01-21 21:04:18,CH-1,288.95,5.75,3876.83,1.81,0.39,3905.63
2026-01-21 21:04:18,CH-2,285.26,5.41,4680.21,1.58,0.65,3653.75
2026-01-21 21:04:18,TX-A,355.45,8.06,2854.36,0.57,0.37,2020.70
2026-01-21 21:04:18,TX-B,237.55,7.92,2007.58,0.37,0.28,2476.34
2026-01-21 21:04:18,TX-C,392.45,8.96,2173.44,0.32,0.34,2586.33
2026-01-21 21:04:19,CH-1,252.09,4.89,2792.77,1.08,0.51,3069.33
2026-01-21 21:04:19,CH-2,212.59,7.29,3399.03,1.20,0.55,3013.66
2026-01-21 21:04:19,TX-A,426.83,7.87,4120.24,0.70,0.25,2098.08
2026-01-21 21:04:19,TX-B,339.51,7.28,3589.26,0.53,0.27,1936.83
2026-01-21 21:04:19,TX-C,342.29,9.66,2970.29,0.80,0.18,2275.56
2026-01-21 21:04:20,CH-1,176.04,6.08,4031.26,1.92,0.30,1866.13
2026-01-21 21:04:20,CH-2,157.78,5.35,3869.78,1.39,0.28,3562.54
2026-01-21 21:04:20,TX-A,380.15,8.99,2222.87,0.20,0.39,2873.10
2026-01-21 21:04:20,TX-B,374.74,8.68,3128.66,0.42,0.18,2929.06
2026-01-21 21:04:20,TX-C,412.42,7.44,2756.98,0.55,0.21,1971.09
2026-01-21 21:04:21,CH-1,199.34,5.83,3760.16,1.01,0.75,2563.36
2026-01-21 21:04:21,CH-2,284.22,6.76,4018.39,1.70,0.81,2811.27
2026-01-21 21:04:21,TX-A,337.43,7.61,1593.92,0.30,0.28,1898.08
2026-01-21 21:04:21,TX-B,319.27,9.06,3248.50,0.39,0.47,2125.93
2026-01-21 21:04:21,TX-C,482.21,6.58,3052.14,0.37,0.22,2250.46
2026-01-21 21:04:22,CH-1,159.14,7.66,4185.94,0.66,0.64,3588.33
2026-01-21 21:04:22,CH-2,196.45,5.87,3937.43,1.31,0.60,3808.32
2026-01-21 21:04:22,TX-A,314.75,7.83,3312.09,0.44,0.32,2411.35
2026-01-21 21:04:22,TX-B,254.16,7.56,2413.26,0.67,0.31,2388.08
2026-01-21 21:04:22,TX-C,321.42,7.08,2743.61,0.33,0.32,2089.54
2026-01-21 21:04:23,CH-1,301.77,3.49,4620.01,1.62,0.40,3343.94
2026-01-21 21:04:23,CH-2,215.16,6.32,2991.36,1.87,0.60,4128.06
2026-01-21 21:04:23,TX-A,482.11,8.38,2310.28,0.36,0.31,1617.19
2026-01-21 21:04:23,TX-B,369.24,7.92,3711.18,0.19,0.29,2578.40
2026-01-21 21:04:23,TX-C,387.08,7.35,4310.72,0.28,0.16,2129.62
2026-01-21 21:04:24,CH-1,185.76,7.57,4639.15,1.12,1.05,3419.96
2026-01-21 21:04:24,CH-2,237.02,6.37,3882.68,1.35,0.51,3711.39
2026-01-21 21:04:24,TX-A,412.38,8.94,1229.29,0.83,0.31,1814.55
2026-01-21 21:04:24,TX-B,475.29,8.81,2876.20,0.36,0.10,2283.24
2026-01-21 21:04:24,TX-C,409.85,8.19,2817.83,0.32,0.32,2410.39
2026-01-21 21:04:25,CH-1,216.53,6.74,3525.63,1.55,0.75,3284.12
2026-01-21 21:04:25,CH-2,193.29,6.69,4332.90,1.49,0.50,2800.40
2026-01-21 21:04:25,TX-A,372.91,8.43,1562.04,0.49,0.23,1993.04
2026-01-21 21:04:25,TX-B,280.26,8.81,2690.90,0.66,0.21,2180.08
2026-01-21 21:04:25,TX-C,332.22,8.01,2966.08,0.51,0.18,1701.40
2026-01-21 21:04:26,CH-1,181.98,6.33,2753.19,1.08,0.53,3485.71
2026-01-21 21:04:26,CH-2,238.81,5.74,4280.35,1.14,0.31,2997.14
2026-01-21 21:04:26,TX-A,230.44,8.09,3463.52,0.45,0.36,2348.26
2026-01-21 21:04:26,TX-B,237.97,10.31,2433.56,0.49,0.29,2732.73
2026-01-21 21:04:26,TX-C,415.45,8.02,2171.61,0.48,0.24,2001.61
2026-01-21 21:04:27,CH-1,271.40,4.34,3288.64,1.28,0.53,2541.69
2026-01-21 21:04:27,CH-2,245.90,6.06,3373.86,1.31,0.77,3649.09
2026-01-21 21:04:27,TX-A,474.31,7.98,3063.60,0.49,0.24,2731.39
2026-01-21 21:04:27,TX-B,426.40,7.30,2049.31,0.53,0.26,2594.04
2026-01-21 21:04:27,TX-C,352.84,9.57,3395.02,0.70,0.16,2267.48
2026-01-21 21:04:28,CH-1,206.78,5.40,4051.46,1.83,0.72,3335.06
2026-01-21 21:04:28,CH-2,289.63,5.99,3469.30,1.37,0.50,2196.16
2026-01-21 21:04:28,TX-A,365.73,7.98,2137.46,0.74,0.27,2696.57
2026-01-21 21:04:28,TX-B,267.15,7.34,2261.84,0.60,0.22,2812.06
2026-01-21 21:04:28,TX-C,249.69,8.50,2622.60,0.65,0.36,2702.80
2026-01-21 21:04:29,CH-1,120.55,7.19,2695.26,1.49,0.67,2869.66
2026-01-21 21:04:29,CH-2,170.22,6.21,3773.93,1.30,0.72,4211.13
2026-01-21 21:04:29,TX-A,330.60,8.34,2474.91,0.65,0.22,1830.55
2026-01-21 21:04:29,TX-B,408.08,7.53,2423.29,0.27,0.23,2199.47
2026-01-21 21:04:29,TX-C,282.44,8.35,2822.34,0.52,0.14,1961.53
2026-01-21 21:04:30,CH-1,249.47,6.71,3054.23,1.06,0.50,4100.60
2026-01-21 21:04:30,CH-2,127.29,4.43,4173.05,1.54,0.65,3427.97
2026-01-21 21:04:30,TX-A,320.95,9.31,2543.86,0.38,0.12,3171.23
2026-01-21 21:04:30,TX-B,329.37,6.97,2934.15,0.65,0.23,1842.94
2026-01-21 21:04:30,TX-C,345.55,6.71,3288.72,0.22,0.26,2662.86
2026-01-21 21:04:31,CH-1,278.06,6.70,1661.58,1.50,0.67,3702.53
2026-01-21 21:04:31,CH-2,224.41,5.14,4270.46,2.07,0.88,1900.83
2026-01-21 21:04:31,TX-A,372.58,8.43,3002.93,0.56,0.28,1752.85
2026-01-21 21:04:31,TX-B,273.38,8.82,2462.89,0.32,0.18,1796.27
2026-01-21 21:04:31,TX-C,323.31,8.11,2943.56,0.68,0.29,2903.71
2026-01-21 21:04:32,CH-1,218.54,8.00,4172.35,1.47,0.86,3418.71
2026-01-21 21:04:32,CH-2,223.68,6.89,5064.56,0.79,0.79,4866.28
2026-01-21 21:04:32,TX-A,360.69,7.17,2226.68,0.77,0.15,2457.23
2026-01-21 21:04:32,TX-B,374.87,8.07,3247.93,0.57,0.28,2407.54
2026-01-21 21:04:32,TX-C,345.94,7.54,2422.04,0.38,0.29,2098.76
2026-01-21 21:04:33,CH-1,276.52,6.11,4437.20,0.96,0.66,3610.84
2026-01-21 21:04:33,CH-2,245.57,3.69,4369.15,1.65,0.69,3703.59
2026-01-21 21:04:33,TX-A,332.24,7.92,2891.24,0.51,0.37,2258.48
2026-01-21 21:04:33,TX-B,343.46,8.17,2169.22,0.44,0.23,2233.68
2026-01-21 21:04:33,TX-C,367.26,7.46,2833.27,0.45,0.22,1780.17
2026-01-21 21:04:34,CH-1,257.74,4.56,3385.16,1.37,0.64,4200.40
2026-01-21 21:04:34,CH-2,226.79,6.98,2747.58,1.09,0.72,3151.96
2026-01-21 21:04:34,TX-A,368.35,8.77,2296.20,0.22,0.23,2362.55
2026-01-21 21:04:34,TX-B,400.54,9.18,2380.82,0.48,0.27,1851.60
2026-01-21 21:04:34,TX-C,291.51,8.56,2232.36,0.53,0.25,2818.02
2026-01-21 21:04:35,CH-1,274.45,6.59,5522.36,0.93,0.70,3505.09
2026-01-21 21:04:35,CH-2,286.86,5.42,3429.62,1.22,0.78,2389.65
2026-01-21 21:04:35,TX-A,291.04,7.47,2847.17,0.24,0.28,2127.85
2026-01-21 21:04:35,TX-B,273.51,8.32,2613.59,0.31,0.22,2865.46
2026-01-21 21:04:35,TX-C,366.80,6.60,2351.61,0.25,0.26,2690.96
2026-01-21 21:04:36,CH-1,217.23,4.40,3261.46,1.41,0.55,4420.61
2026-01-21 21:04:36,CH-2,348.24,4.94,4562.99,1.23,0.29,3711.55
2026-01-21 21:04:36,TX-A,250.84,8.96,2460.93,0.41,0.21,1202.75
2026-01-21 21:04:36,TX-B,391.78,6.29,3486.29,0.53,0.38,1793.42
2026-01-21 21:04:36,TX-C,319.99,8.43,2730.52,0.45,0.22,2586.53
2026-01-21 21:04:37,CH-1,200.68,7.09,3664.65,1.35,0.37,4328.37
2026-01-21 21:04:37,CH-2,188.98,7.13,5528.50,0.69,0.65,3878.31
2026-01-21 21:04:37,TX-A,407.75,8.00,2378.71,0.58,0.31,2478.77
2026-01-21 21:04:37,TX-B,378.30,7.67,2386.59,0.69,0.22,2015.03
2026-01-21 21:04:37,TX-C,379.83,9.01,2187.64,0.66,0.34,2466.11
2026-01-21 21:04:38,CH-1,289.75,4.78,3992.05,1.31,0.56,2961.27
2026-01-21 21:04:38,CH-2,190.17,5.14,3849.22,1.37,0.72,2943.98
2026-01-21 21:04:38,TX-A,405.16,8.20,2202.89,0.61,0.22,2413.30
2026-01-21 21:04:38,TX-B,311.11,7.28,2567.04,0.54,0.23,1861.24
2026-01-21 21:04:38,TX-C,309.89,7.82,2500.22,0.47,0.23,2628.14
2026-01-21 21:04:39,CH-1,186.27,5.49,4424.71,1.95,0.44,3505.62
2026-01-21 21:04:39,CH-2,385.52,5.62,3283.78,2.32,0.62,2783.62
2026-01-21 21:04:39,TX-A,261.40,7.84,2285.31,0.39,0.29,2923.49
2026-01-21 21:04:39,TX-B,359.08,8.05,2912.46,0.74,0.27,1915.32
2026-01-21 21:04:39,TX-C,421.86,6.54,1399.79,0.36,0.22,2461.80
2026-01-21 21:04:40,CH-1,170.98,7.04,5658.93,1.74,0.62,2020.84
2026-01-21 21:04:40,CH-2,187.42,3.34,2673.23,1.60,0.78,3211.70
2026-01-21 21:04:40,TX-A,378.47,8.56,2524.75,0.52,0.30,2292.12
2026-01-21 21:04:40,TX-B,264.14,9.47,3091.88,0.30,0.24,2414.73
2026-01-21 21:04:40,TX-C,358.01,7.06,2721.55,0.61,0.27,1740.05
2026-01-21 21:04:41,CH-1,255.07,3.76,3667.41,1.09,0.74,3355.15
2026-01-21 21:04:41,CH-2,301.49,5.86,3770.33,1.70,0.29,3693.05
2026-01-21 21:04:41,TX-A,319.93,7.92,2167.13,0.46,0.37,2174.83
2026-01-21 21:04:41,TX-B,291.19,8.18,3032.10,0.17,0.14,2782.36
2026-01-21 21:04:41,TX-C,248.09,7.21,2944.21,0.47,0.17,2569.19
2026-01-21 21:04:42,CH-1,254.23,4.96,4018.09,1.02,0.90,3313.49
2026-01-21 21:04:42,CH-2,216.67,6.88,3439.41,1.63,0.50,3262.61
2026-01-21 21:04:42,TX-A,285.24,7.08,3158.34,0.16,0.22,2906.66
2026-01-21 21:04:42,TX-B,283.85,8.14,2201.57,0.55,0.29,1635.52
2026-01-21 21:04:42,TX-C,373.92,8.41,1851.29,0.28,0.22,2407.62
2026-01-21 21:04:43,CH-1,248.90,8.11,3665.87,1.32,0.76,2942.32
2026-01-21 21:04:43,CH-2,276.02,4.48,3418.79,0.84,0.68,2679.10
2026-01-21 21:04:43,TX-A,287.56,8.90,2646.01,0.63,0.32,2042.47
2026-01-21 21:04:43,TX-B,338.98,7.71,2095.18,0.59,0.25,2442.00
2026-01-21 21:04:43,TX-C,311.99,7.38,2624.00,0.45,0.23,2432.65
2026-01-21 21:04:44,CH-1,204.37,6.60,4135.16,1.38,0.53,3645.60
2026-01-21 21:04:44,CH-2,214.42,4.26,3239.15,0.81,0.69,3203.91
2026-01-21 21:04:44,TX-A,319.38,7.33,3807.72,0.51,0.27,2377.75
2026-01-21 21:04:44,TX-B,316.18,9.06,2750.74,0.67,0.17,2357.10
2026-01-21 21:04:44,TX-C,283.04,7.71,2750.45,0.42,0.23,2421.58
2026-01-21 21:04:45,CH-1,242.25,4.05,3644.21,1.77,0.46,2780.99
2026-01-21 21:04:45,CH-2,220.18,4.83,4564.75,1.35,0.33,4418.13
2026-01-21 21:04:45,TX-A,250.93,6.45,2515.88,0.67,0.24,2455.87
2026-01-21 21:04:45,TX-B,441.85,7.84,2284.08,0.56,0.18,2220.69
2026-01-21 21:04:45,TX-C,392.56,8.11,2617.83,0.51,0.38,2313.15
2026-01-21 21:04:46,CH-1,137.30,4.90,4432.69,0.91,0.44,3953.68
2026-01-21 21:04:46,CH-2,214.88,3.93,2877.12,1.44,0.53,2558.20
2026-01-21 21:04:46,TX-A,361.88,6.60,2729.18,0.29,0.29,2233.74
2026-01-21 21:04:46,TX-B,337.43,6.88,2593.02,0.09,0.30,1542.83
2026-01-21 21:04:46,TX-C,442.72,6.58,1472.83,0.41,0.22,2704.74
2026-01-21 21:04:47,CH-1,328.05,3.61,3604.06,1.32,0.80,2050.04
2026-01-21 21:04:47,CH-2,204.71,5.85,4015.56,1.16,0.38,3081.53
2026-01-21 21:04:47,TX-A,283.48,7.54,3420.95,0.59,0.27,2004.17
2026-01-21 21:04:47,TX-B,302.77,8.92,2332.30,0.42,0.23,2473.41
2026-01-21 21:04:47,TX-C,415.15,9.65,3066.60,0.42,0.24,2571.54
2026-01-21 21:04:48,CH-1,149.62,6.79,3480.00,1.29,0.74,3471.07
2026-01-21 21:04:48,CH-2,250.54,4.41,3303.83,1.51,0.77,2992.87
2026-01-21 21:04:48,TX-A,387.87,8.62,2045.44,0.65,0.28,1885.53
2026-01-21 21:04:48,TX-B,438.03,7.74,2544.36,0.47,0.40,2154.23
2026-01-21 21:04:48,TX-C,384.20,7.64,2263.85,0.48,0.28,1722.08
2026-01-21 21:04:49,CH-1,217.03,7.37,3555.21,1.67,0.67,3799.77
2026-01-21 21:04:49,CH-2,190.59,6.06,4448.26,1.69,0.44,3148.04
2026-01-21 21:04:49,TX-A,354.14,7.84,3175.22,0.53,0.30,2125.41
2026-01-21 21:04:49,TX-B,494.01,8.50,3186.98,0.36,0.29,2583.43
2026-01-21 21:04:49,TX-C,421.53,8.21,2975.48,0.29,0.21,1732.20
2026-01-21 21:04:50,CH-1,128.13,5.59,3575.10,1.11,0.55,2225.33
2026-01-21 21:04:50,CH-2,165.00,6.99,3839.73,1.69,0.60,3219.79
2026-01-21 21:04:50,TX-A,261.15,7.94,3696.35,0.52,0.24,2439.85
2026-01-21 21:04:50,TX-B,364.99,8.90,2908.97,0.46,0.26,2232.43
2026-01-21 21:04:50,TX-C,401.00,7.84,3075.22,0.63,0.20,2301.08
2026-01-21 21:04:51,CH-1,211.04,4.67,3288.39,1.67,0.77,4149.05
2026-01-21 21:04:51,CH-2,231.08,6.29,2638.75,0.75,0.46,3963.93
2026-01-21 21:04:51,TX-A,454.05,7.39,2727.19,0.38,0.24,1596.28
2026-01-21 21:04:51,TX-B,398.26,7.81,2834.73,0.54,0.09,2709.39
2026-01-21 21:04:51,TX-C,428.44,6.74,3064.64,0.58,0.23,2632.31
2026-01-21 21:04:52,CH-1,100.61,5.45,5584.22,0.99,0.61,3598.90
2026-01-21 21:04:52,CH-2,225.67,4.84,4568.01,0.96,0.48,3191.59
2026-01-21 21:04:52,TX-A,303.49,7.37,3219.14,0.54,0.20,2915.61
2026-01-21 21:04:52,TX-B,318.58,7.66,3025.88,0.56,0.28,2021.29
2026-01-21 21:04:52,TX-C,320.20,6.35,2054.50,0.52,0.35,2194.87
2026-01-21 21:04:53,CH-1,262.61,5.11,4849.60,1.28,0.52,3280.74
2026-01-21 21:04:53,CH-2,222.57,4.62,2310.18,0.90,0.67,3633.61
2026-01-21 21:04:53,TX-A,371.78,8.13,3112.23,0.34,0.25,2519.83
2026-01-21 21:04:53,TX-B,288.09,7.07,3205.04,0.72,0.14,2674.18
2026-01-21 21:04:53,TX-C,374.26,8.26,2292.63,0.51,0.30,2582.39
2026-01-21 21:04:54,CH-1,112.51,7.77,5426.71,1.33,0.54,3688.87
2026-01-21 21:04:54,CH-2,198.92,4.65,3540.80,0.87,0.63,2961.53
2026-01-21 21:04:54,TX-A,236.95,8.63,3163.16,0.55,0.27,2739.47
2026-01-21 21:04:54,TX-B,287.38,10.09,2609.51,0.75,0.15,2810.50
2026-01-21 21:04:54,TX-C,431.86,8.05,3069.90,0.48,0.21,1721.74
2026-01-21 21:04:55,CH-1,134.10,6.70,4078.34,1.04,0.64,3083.91
2026-01-21 21:04:55,CH-2,262.02,5.53,4753.02,0.79,0.45,2677.26
2026-01-21 21:04:55,TX-A,403.49,8.25,3500.21,0.58,0.35,1962.82
2026-01-21 21:04:55,TX-B,308.75,8.02,4110.42,0.59,0.31,2710.51
2026-01-21 21:04:55,TX-C,200.58,7.81,2419.42,0.59,0.27,2078.87
2026-01-21 21:04:56,CH-1,222.25,5.41,2807.71,0.93,0.78,3697.35
2026-01-21 21:04:56,CH-2,221.25,6.07,4227.77,1.06,0.76,4111.01
2026-01-21 21:04:56,TX-A,475.84,8.65,2685.37,0.37,0.36,2522.21
2026-01-21 21:04:56,TX-B,268.76,8.67,1639.83,0.43,0.37,2448.67
2026-01-21 21:04:56,TX-C,409.57,7.28,3053.37,0.74,0.13,2908.90
2026-01-21 21:04:57,CH-1,204.85,6.13,4760.30,2.09,0.63,3303.54
2026-01-21 21:04:57,CH-2,258.51,6.46,3977.37,1.44,0.58,2345.14
2026-01-21 21:04:57,TX-A,366.37,6.62,2428.08,0.48,0.22,2372.16
2026-01-21 21:04:57,TX-B,353.66,6.04,2285.76,0.59,0.29,2328.94
2026-01-21 21:04:57,TX-C,276.92,8.55,3006.86,0.47,0.29,2338.15
2026-01-21 21:04:58,CH-1,222.48,4.78,3703.94,0.66,0.72,3267.73
2026-01-21 21:04:58,CH-2,255.78,5.68,3758.02,1.60,0.74,3723.88
2026-01-21 21:04:58,TX-A,281.99,8.03,3035.63,0.32,0.45,2144.70
